,TITLE,TITLE,LABEL
5237,Magat Dam releases water,Magat Dam releases water,REAL
8133,Cebu lifters receive weightlifting equipment from Hidilyn,Cebu lifters receive weightlifting equipment from Hidilyn,REAL
4122,36 dead as 'Paeng' brings heavy rains,36 dead as 'Paeng' brings heavy rains,REAL
266,Death penalty not a deterrence to crime',Death penalty not a deterrence to crime',REAL
10548,DSWD has enough funds for calamity victims',DSWD has enough funds for calamity victims',REAL
2551,357 prisoners from 7 Bureau of Corrections facilities released,357 prisoners from 7 Bureau of Corrections facilities released,REAL
10363,"BFAR, canned sardines manufacturers sign MoA","BFAR, canned sardines manufacturers sign MoA",REAL
5060,Chot lauds Gilas defense vs Jordan,Chot lauds Gilas defense vs Jordan,REAL
5183,Thompson's leadership is undeniable – Cone,Thompson's leadership is undeniable – Cone,REAL
2822,IMMUNIZATION | Philippines has third highest number of unvaccinated babies in the world – UNICEF,IMMUNIZATION | Philippines has third highest number of unvaccinated babies in the world – UNICEF,REAL
4305,INTEREST RATE | Bangko Sentral ng Pilipinas governor favours matching Fed hike,INTEREST RATE | Bangko Sentral ng Pilipinas governor favours matching Fed hike,REAL
1786,INSUFFICIENT EVIDENCE | Davao City Prosecutor junks Quiboloy’s libel complaint vs. Pacquiao,INSUFFICIENT EVIDENCE | Davao City Prosecutor junks Quiboloy’s libel complaint vs. Pacquiao,REAL
5685,"INFLATION | Think tank warns higher policy rates not enough to arrest inflation, aid poor Filipinos","INFLATION | Think tank warns higher policy rates not enough to arrest inflation, aid poor Filipinos",REAL
2057,CYBER LIBEL | Over 40 European Parliament members urge Philippines to drop libel case vs. ex-lawmaker,CYBER LIBEL | Over 40 European Parliament members urge Philippines to drop libel case vs. ex-lawmaker,REAL
6128,DE LIMA CASE | De Lima urges Marcos to allow witnesses to recant testimony,DE LIMA CASE | De Lima urges Marcos to allow witnesses to recant testimony,REAL
7303,"DISINFORMATION AGE | Almost 90% of Filipinos believe that fake news is a problem, says Pulse Asia","DISINFORMATION AGE | Almost 90% of Filipinos believe that fake news is a problem, says Pulse Asia",REAL
4601,TOUGH LUCK | Philippines begins deportation of foreign workers from illegal POGOs,TOUGH LUCK | Philippines begins deportation of foreign workers from illegal POGOs,REAL
8367,NATIONAL ID | Inadequate machines delay printing of national ID – PSA,NATIONAL ID | Inadequate machines delay printing of national ID – PSA,REAL
1996,‘MAINAM PAKINGGAN’ | De Lima’s camp hopes court will allow Ragos to talk about recantation,‘MAINAM PAKINGGAN’ | De Lima’s camp hopes court will allow Ragos to talk about recantation,REAL
4267,MANDATORY ROTC | Kabataan Partylist says military training measure will not solve education crisis,MANDATORY ROTC | Kabataan Partylist says military training measure will not solve education crisis,REAL
3077,EX-POLICE CHIEF IN DOH | Health workers’ group opposes appointment of ex-top cop in health department,EX-POLICE CHIEF IN DOH | Health workers’ group opposes appointment of ex-top cop in health department,REAL
2376,UNDER THREAT | Groups seek protection for human rights defenders amid ‘relentless assaults’,UNDER THREAT | Groups seek protection for human rights defenders amid ‘relentless assaults’,REAL
9553,DEPED LAPTOPS | DepEd probes report of government-issued laptop sold in surplus store in Mandaue City,DEPED LAPTOPS | DepEd probes report of government-issued laptop sold in surplus store in Mandaue City,REAL
2570,LABOR LAG | Unemployment rate down but quality of jobs worsens,LABOR LAG | Unemployment rate down but quality of jobs worsens,REAL
4375,"DISINFORMATION | DepEd ‘Error Watch Team’ to look into erroneous modules, says spokesperson","DISINFORMATION | DepEd ‘Error Watch Team’ to look into erroneous modules, says spokesperson",REAL
6917,NEW SOURCE | DOE sees room for liquefied natural gas despite push for reuseable energy,NEW SOURCE | DOE sees room for liquefied natural gas despite push for reuseable energy,REAL
781,‘HUGE INSULT’ | Health group slams Marcos’ selection of ex-PNP chief as DOH official,‘HUGE INSULT’ | Health group slams Marcos’ selection of ex-PNP chief as DOH official,REAL
7811,MAJOR CONCERN | DOH working to source funds for unpaid allowances of healthcare workers,MAJOR CONCERN | DOH working to source funds for unpaid allowances of healthcare workers,REAL
7529,"MIDDLEMAN CASE | PNP denies claim of suspended jail official, says it coordinated with BuCor","MIDDLEMAN CASE | PNP denies claim of suspended jail official, says it coordinated with BuCor",REAL
8353,FAKE STORIES | Gabriela confident NTF-ELCAC’s ‘lies will be debunked’ after Comelec decision,FAKE STORIES | Gabriela confident NTF-ELCAC’s ‘lies will be debunked’ after Comelec decision,REAL
10250,‘DADAMI ANG TRABAHO’ | Marcos ‘very confident’ on providing more quality jobs with development projects,‘DADAMI ANG TRABAHO’ | Marcos ‘very confident’ on providing more quality jobs with development projects,REAL
2619,E-SABONG CASE | NBI presses kidnapping charges vs cops over missing sabungeros,E-SABONG CASE | NBI presses kidnapping charges vs cops over missing sabungeros,REAL
8696,COVID-19 CRISIS | DOH urges public compliance with health standards after new variants were detected,COVID-19 CRISIS | DOH urges public compliance with health standards after new variants were detected,REAL
9749,"MEDIA ATTACKS | Philippines still among countries lacking justice for journalists, says watchdog","MEDIA ATTACKS | Philippines still among countries lacking justice for journalists, says watchdog",REAL
693,PH formulates five-year plan vs. traffic woes,PH formulates five-year plan vs. traffic woes,REAL
4621,Toll board says it will look into disruption of RFID system in SLEX,Toll board says it will look into disruption of RFID system in SLEX,REAL
7253,NHA leads cash aid efforts for Cebu typhoon victims,NHA leads cash aid efforts for Cebu typhoon victims,REAL
5869,Lady lawmakers push for protection of women’s rights,Lady lawmakers push for protection of women’s rights,REAL
1118,Water rates up at least P5/cubic meter in January,Water rates up at least P5/cubic meter in January,REAL
6369,More obese Pinoys during pandemic,More obese Pinoys during pandemic,REAL
7701,SMC Infra says sorry for glitch in toll system on Thursday,SMC Infra says sorry for glitch in toll system on Thursday,REAL
5223,"Senate to revive oversight panel on confidential, intelligence funds","Senate to revive oversight panel on confidential, intelligence funds",REAL
6113,CHED drops full distance degree plan,CHED drops full distance degree plan,REAL
9696,‘Black Nazarene will be at Luneta Jan. 7-9’,‘Black Nazarene will be at Luneta Jan. 7-9’,REAL
10124,‘DOJ eyeing to set up new maximum security prison’,‘DOJ eyeing to set up new maximum security prison’,REAL
9390,Poe: Look into Grab’s plan on rate increase,Poe: Look into Grab’s plan on rate increase,REAL
217,"PLDT, Smart summit strengthens preparedness among employees nationwide","PLDT, Smart summit strengthens preparedness among employees nationwide",REAL
2634,"PNP seizes 8k guns, P9.7b drugs since July","PNP seizes 8k guns, P9.7b drugs since July",REAL
3134,House approves bill on caregivers’ welfare,House approves bill on caregivers’ welfare,REAL
8552,Defense eyeing new jets under AFP modernization plan,Defense eyeing new jets under AFP modernization plan,REAL
1590,"Gas, kerosene prices seen rising","Gas, kerosene prices seen rising",REAL
704,Angeles’ Walking Street to turn into Red Street,Angeles’ Walking Street to turn into Red Street,REAL
7863,Prioritize food security—PBBM,Prioritize food security—PBBM,REAL
3982,9 in 10 Pinoys want stronger anti-corruption laws—survey,9 in 10 Pinoys want stronger anti-corruption laws—survey,REAL
8614,Measure names Pampanga as ‘Christmas Capital’,Measure names Pampanga as ‘Christmas Capital’,REAL
3140,UP graduate tops physician licensure examination,UP graduate tops physician licensure examination,REAL
1423,British magazine: Palawan is the world’s ‘most desirable island’,British magazine: Palawan is the world’s ‘most desirable island’,REAL
10518,PH acquires new air defense system,PH acquires new air defense system,REAL
3828,Acer’s Asia Pacific Predator League 2022 Grand Finals takes center stage in Tokyo,Acer’s Asia Pacific Predator League 2022 Grand Finals takes center stage in Tokyo,REAL
